target_id	length	eff_length	est_counts	tpm
PHYBL_102227T0	531	280.872	0	0
PHYBL_102236T0	531	288.392	15.8158	0.714322
PHYBL_102238T0	531	270.098	15.0477	0.725664
PHYBL_102239T0	531	280.872	0	0
PHYBL_102250T0	531	280.872	0	0
PHYBL_102252T0	531	280.872	0	0
PHYBL_102253T0	531	280.872	0	0
PHYBL_102255T0	531	280.872	0	0
PHYBL_102272T0	531	280.872	0	0
PHYBL_102296T0	531	280.872	0	0
PHYBL_102304T0	531	280.872	0	0
PHYBL_102309T0	528	277.895	0	0
PHYBL_102310T0	528	277.895	0	0
PHYBL_102311T0	528	273.664	64	3.04612
PHYBL_102312T0	528	272.663	9	0.429934
PHYBL_102313T0	513	262.954	0	0
PHYBL_102316T0	531	280.872	0	0
PHYBL_102318T0	528	277.895	0	0
PHYBL_102322T0	498	248.056	0	0
PHYBL_102328T0	528	277.895	0	0
PHYBL_102330T0	522	271.922	0	0
PHYBL_102333T0	522	252.975	67	3.44971
PHYBL_102335T0	207	41.6995	4	1.24944
PHYBL_102363T0	516	265.938	2	0.0979567
PHYBL_102373T0	441	191.794	0	0
PHYBL_102376T0	471	221.311	0	0
PHYBL_102385T0	237	45.5988	21	5.99862
PHYBL_102389T0	504	254.006	0	0
PHYBL_102406T0	489	239.109	801	43.6336
PHYBL_102412T0	273	58.1007	5.36364	1.20244
PHYBL_102425T0	279	61.1135	0	0
PHYBL_102450T0	258	51.7892	0	0
PHYBL_102468T0	510	259.98	0	0
PHYBL_102474T0	513	264.551	108.984	5.36586
PHYBL_102485T0	513	262.954	0	0
PHYBL_102486T0	531	274.208	43	2.04255
PHYBL_102505T0	411	162.966	400	31.9703
PHYBL_102509T0	492	242.071	18	0.968535
PHYBL_102534T0	492	242.071	0	0
PHYBL_102536T0	492	242.071	0	0
PHYBL_102563T0	363	119.463	210	22.8966
PHYBL_102585T0	396	148.977	157	13.7267
PHYBL_102599T0	390	143.411	205	18.619
PHYBL_102610T0	414	165.814	4309	338.486
PHYBL_102618T0	306	76.2734	86	14.6862
PHYBL_102727T0	246	47.9128	145	39.4186
PHYBL_102741T0	312	80.2907	92	14.9248
PHYBL_102763T0	393	146.196	35	3.1183
PHYBL_102790T0	432	183.129	317	22.5469
PHYBL_102826T0	495	245.061	313	16.6362
PHYBL_102842T0	426	177.307	193	14.1781
PHYBL_102846T0	417	168.686	30	2.31648
PHYBL_102850T0	417	168.686	985	76.0577
PHYBL_102906T0	456	206.495	205	12.9309
PHYBL_102927T0	453	203.553	730	46.7123
PHYBL_102930T0	303	74.3756	21	3.67768
PHYBL_102956T0	450	200.609	76	4.93455
PHYBL_102959T0	357	114.36	4518	514.584
PHYBL_102969T0	441	191.794	250	16.9781
PHYBL_102972T0	345	104.591	170	21.1709
PHYBL_102973T0	330	92.9828	2635	369.116
PHYBL_103057T0	408	160.159	224	18.2172
PHYBL_103082T0	363	119.463	151	16.4638
PHYBL_103098T0	180	42.6161	0	0
PHYBL_103143T0	435	186.007	84	5.88214
PHYBL_103163T0	384	137.953	136	12.8408
PHYBL_103175T0	372	127.205	291	29.7972
PHYBL_103204T0	312	80.2907	400	64.8903
PHYBL_103224T0	447	197.685	363	23.9176
PHYBL_103278T0	411	162.966	13884.6	1109.74
PHYBL_103298T0	225	43.5178	104	31.128
PHYBL_103343T0	351	109.46	6	0.713969
PHYBL_103357T0	393	146.196	239	21.2936
PHYBL_103409T0	273	58.1007	171.636	38.4781
PHYBL_103436T0	255	50.644	193	49.638
PHYBL_103448T0	222	42.8793	54	16.4033
PHYBL_103465T0	231	44.2987	76	22.3464
PHYBL_103466T0	390	143.411	919	83.4678
PHYBL_103513T0	231	44.2987	209	61.4527
PHYBL_10352T0	2781	2443.65	492	2.62248
PHYBL_103533T0	381	135.207	0	0
PHYBL_103546T0	387	140.697	0	0
PHYBL_103563T0	273	58.1007	0	0
PHYBL_103576T0	318	84.377	19	2.93302
PHYBL_103652T0	282	62.476	923	192.431
PHYBL_103659T0	267	55.5895	63	14.7616
PHYBL_103666T0	189	41.4242	2820	886.707
PHYBL_103689T0	294	69.0068	1052	198.568
PHYBL_103690T0	294	69.0068	432	81.5412
PHYBL_103691T0	288	65.7383	381	75.4904
PHYBL_103712T0	336	97.5083	524	69.9963
PHYBL_103719T0	156	41.3016	0	0
PHYBL_103720T0	264	54.2005	637	153.081
PHYBL_103725T0	156	41.3016	0	0
PHYBL_103735T0	333	95.217	374	51.1614
PHYBL_103736T0	231	44.2987	31	9.11499
PHYBL_103743T0	177	42.0515	1884	583.558
PHYBL_103744T0	228	43.8595	94	27.9157
PHYBL_103751T0	342	102.186	3	0.382396
PHYBL_103752T0	255	50.644	1647	423.595
PHYBL_103777T0	297	70.7371	269	49.5325
PHYBL_103796T0	273	58.1007	560	125.543
PHYBL_103830T0	216	42.3684	284	87.3095
PHYBL_103841T0	192	41.4716	261	81.9737
PHYBL_103870T0	291	67.3166	6	1.16095
PHYBL_103888T0	189	41.4242	202	63.5159
PHYBL_103899T0	231	44.2987	54	15.8777
PHYBL_103911T0	222	42.8793	75	22.7824
PHYBL_103959T0	204	41.7368	669	208.781
PHYBL_103966T0	171	42.4634	178	54.5997
PHYBL_103967T0	174	42.5105	59	18.0776
PHYBL_103986T0	291	67.3166	258	49.9209
PHYBL_103987T0	297	70.7371	372	68.4985
PHYBL_103993T0	279	61.1135	20	4.26264
PHYBL_103994T0	282	62.476	163	33.9829
PHYBL_104004T0	273	58.1007	26	5.82877
PHYBL_104006T0	282	62.476	248	51.704
PHYBL_104010T0	291	67.3166	221	42.7617
PHYBL_104017T0	282	62.476	38	7.92238
PHYBL_104018T0	282	62.476	2	0.416968
PHYBL_104036T0	252	49.7171	391	102.437
PHYBL_104066T0	180	42.6161	152	46.4574
PHYBL_104067T0	210	41.8031	230	71.6646
PHYBL_104073T0	192	41.4716	97	30.4653
PHYBL_104075T0	231	44.2987	25	7.3508
PHYBL_104084T0	186	41.8986	23	7.15012
PHYBL_104085T0	150	41.0028	129	40.979
PHYBL_104138T0	183	42.4099	28	8.59955
PHYBL_104139T0	240	46.2759	761	214.198
PHYBL_104141T0	228	43.8595	232	68.8984
PHYBL_104159T0	240	46.2759	209	58.827
PHYBL_104182T0	204	41.7368	7	2.18456
PHYBL_104193T0	231	44.2987	6	1.76419
PHYBL_104195T0	225	43.5178	285	85.3027
PHYBL_104196T0	219	42.4723	261	80.0423
PHYBL_104200T0	219	42.4723	720	220.806
PHYBL_104212T0	150	41.0028	1	0.317666
PHYBL_104215T0	156	41.3016	5	1.57684
PHYBL_104241T0	210	41.8031	394	122.765
PHYBL_104245T0	216	42.3684	182	55.9519
PHYBL_104250T0	195	41.1518	4	1.26606
PHYBL_104251T0	216	42.3684	51	15.6788
PHYBL_104253T0	177	42.0515	68	21.0626
PHYBL_104254T0	177	42.0515	58	17.9652
PHYBL_104260T0	171	42.4634	115	35.2751
PHYBL_104330T0	159	41.6399	30	9.3842
PHYBL_104331T0	156	41.3016	128	40.3672
PHYBL_104333T0	156	41.3016	774	244.095
PHYBL_104334T0	156	41.3016	184	58.0279
PHYBL_104335T0	159	41.6399	108	33.7831
PHYBL_104342T0	156	41.3016	188	59.2893
PHYBL_104343T0	156	41.3016	251	79.1576
PHYBL_104416T0	1233	924.32	1063	14.9795
PHYBL_104436T0	1332	1042.49	308	3.84824
PHYBL_104438T0	528	268.523	401	19.4512
PHYBL_104459T0	261	53.0031	0	0
PHYBL_104465T0	1797	1452.23	455	4.08096
PHYBL_104483T0	4110	3728.97	711	2.48351
PHYBL_104504T0	609	338.523	141	5.4252
PHYBL_104565T0	1053	756.653	87	1.49764
PHYBL_104584T0	327	90.7636	228	32.7196
PHYBL_104605T0	729	478.633	0	0
PHYBL_10461T0	2058	1725.49	1189	8.97542
PHYBL_104637T0	333	95.217	220	30.0949
PHYBL_104644T0	471	221.311	476	28.0149
PHYBL_104648T0	459	209.449	0	0
PHYBL_104653T0	933	615.358	73	1.54518
PHYBL_104663T0	237	45.5988	56.1385	16.0359
PHYBL_104666T0	849	566.966	1274	29.2683
PHYBL_104671T0	957	656.305	46	0.91293
PHYBL_104675T0	1227	934.364	483	6.73312
PHYBL_104703T0	2691	2420.93	1012	5.44483
PHYBL_104704T0	429	180.224	9768	705.957
PHYBL_104709T0	1146	849.294	569	8.72649
PHYBL_104733T0	327	90.7636	0	0
PHYBL_104739T0	1488	1156.51	377	4.24595
PHYBL_104792T0	924	675.248	833	16.0682
PHYBL_104815T0	2145	1841.97	1130	7.99064
PHYBL_104822T0	834	513.88	1163	29.4784
PHYBL_104869T0	1767	1442.79	257	2.32014
PHYBL_104922T0	960	625.752	157	3.268
PHYBL_104926T0	1143	826.091	137	2.16012
PHYBL_104946T0	3189	2857.39	3512	16.0092
PHYBL_104965T0	1437	1168.33	151	1.68343
PHYBL_104968T0	2040	1856.56	2712	19.0268
PHYBL_104999T0	486	236.133	29	1.59966
PHYBL_105004T0	321	86.4849	1514	228.019
PHYBL_105006T0	447	197.685	1.0592	0.0697896
PHYBL_105026T0	504	254.006	337	17.2811
PHYBL_105035T0	1479	1172.66	307	3.40998
PHYBL_105039T0	717	432.44	37	1.11445
PHYBL_105042T0	1152	834.82	418	6.52181
PHYBL_105061T0	1164	866.52	803	12.0704
PHYBL_105069T0	501	251.026	2475	128.423
PHYBL_105105T0	198	41.3044	355	111.948
PHYBL_105117T0	2214	2062.25	3919	24.7525
PHYBL_105123T0	432	183.129	5.36267	0.381425
PHYBL_105125T0	1386	1085.56	1407	16.8821
PHYBL_105183T0	1110	799.351	135	2.19979
PHYBL_105231T0	2094	1684.05	370	2.86175
PHYBL_105239T0	1200	901.986	500	7.22031
PHYBL_105245T0	816	542.064	2807	67.4492
PHYBL_105249T0	354	111.918	0	0
PHYBL_105265T0	303	74.3756	865	151.485
PHYBL_105303T0	636	366.581	849	30.1663
PHYBL_105311T0	969	660.276	298	5.87862
PHYBL_105314T0	5088	4592.24	1755	4.97781
PHYBL_105322T0	4026	3679.48	976	3.455
PHYBL_105323T0	174	42.5105	277	84.8728
PHYBL_105329T0	684	433.652	0	0
PHYBL_105376T0	1437	1141.83	1485	16.9398
PHYBL_105399T0	984	713.733	6101	111.34
PHYBL_105401T0	309	78.2402	0	0
PHYBL_105407T0	303	74.3756	675	118.211
PHYBL_105409T0	1269	946.649	1168	16.0709
PHYBL_105433T0	1869	1565.24	280	2.33004
PHYBL_105457T0	1281	1030.62	0	0
PHYBL_105543T0	558	276.327	695	32.7602
PHYBL_105554T0	1149	860.655	753	11.396
PHYBL_105609T0	972	701.24	241	4.47647
PHYBL_105618T0	297	70.7371	950.38	174.999
PHYBL_105635T0	174	42.5105	446	136.654
PHYBL_105670T0	1212	935.753	1002	13.9474
PHYBL_105673T0	2103	1888.36	5261	36.2885
PHYBL_105691T0	2349	1922.94	333	2.25561
PHYBL_105693T0	1494	1183.61	375	4.12676
PHYBL_105705T0	192	41.4716	1185	372.179
PHYBL_105709T0	645	367.835	99	3.50564
PHYBL_105717T0	606	332.183	442	17.3313
PHYBL_105726T0	450	200.609	438	28.4386
PHYBL_105731T0	4059	3606.25	1550	5.59836
PHYBL_105744T0	2967	2763.57	2099	9.89298
PHYBL_105799T0	717	441.571	32	0.943919
PHYBL_105809T0	1284	930.973	428	5.98814
PHYBL_105827T0	1632	1344.92	1357	13.1422
PHYBL_105865T0	309	78.2402	249	41.4529
PHYBL_105884T0	540	282.477	285	13.1416
PHYBL_105894T0	3162	2834.24	1237	5.68484
PHYBL_105943T0	603	351.374	237	8.78545
PHYBL_105951T0	2034	1746.94	3718	27.7215
PHYBL_105970T0	1056	826.693	1492	23.5077
PHYBL_106010T0	2541	2158.52	1736	10.4756
PHYBL_106019T0	228	43.8595	173	51.3768
PHYBL_106023T0	762	490.476	396	10.5163
PHYBL_106032T0	1263	974.466	29	0.387629
PHYBL_106034T0	1212	949.184	145	1.98977
PHYBL_106045T0	1566	1365.77	1647	15.7073
PHYBL_106058T0	327	90.7636	671	96.2933
PHYBL_106131T0	1050	770.044	1338	22.6321
PHYBL_10626T0	1923	1584.74	884	7.26572
PHYBL_106288T0	573	296.721	144	6.32121
PHYBL_106306T0	351	109.46	65	7.73466
PHYBL_106313T0	873	656.092	667	13.2418
PHYBL_106324T0	1056	757.219	21	0.361229
PHYBL_106355T0	918	667.623	0	0
PHYBL_106356T0	1080	770.423	2787	47.1187
PHYBL_106384T0	1050	753.893	678	11.714
PHYBL_1063T0	1341	1106.56	368	4.33171
PHYBL_106408T0	1326	982.018	360	4.77494
PHYBL_106472T0	732	418.713	237	7.37254
PHYBL_106479T0	3618	3290.46	1773	7.0184
PHYBL_106496T0	855	598.587	612	13.3171
PHYBL_106531T0	1605	1323.07	1	0.00984468
PHYBL_106564T0	2322	1908.92	757	5.16528
PHYBL_106612T0	915	678.376	1959	37.614
PHYBL_106623T0	237	45.5988	6318	1804.73
PHYBL_106646T0	981	749.544	741	12.8767
PHYBL_106709T0	576	329.639	1442	56.9785
PHYBL_106719T0	2274	1948.97	147	0.98242
PHYBL_106749T0	537	286.855	0	0
PHYBL_106758T0	1071	792.801	3328	54.6769
PHYBL_106795T0	261	53.0031	33	8.10957
PHYBL_106810T0	537	272.282	112	5.35777
PHYBL_106835T0	843	574.052	1011	22.9396
PHYBL_106839T0	879	586.758	1354	30.0569
PHYBL_106870T0	351	109.46	332	39.5063
PHYBL_106900T0	666	432.555	336	10.1177
PHYBL_106919T0	2187	1978.7	2637	17.3587
PHYBL_106940T0	1023	723.01	312	5.62076
PHYBL_106941T0	1434	1081.65	1236	14.8839
PHYBL_106945T0	864	613.623	0	0
PHYBL_106954T0	906	614.305	176	3.73176
PHYBL_106968T0	225	43.5178	1513	452.853
PHYBL_107014T0	681	393.948	1621	53.5956
PHYBL_107019T0	549	273.884	1040	49.4598
PHYBL_107057T0	744	461.982	59	1.66346
PHYBL_107085T0	792	565.033	5643	130.083
PHYBL_107093T0	996	710.219	7616	139.675
PHYBL_107113T0	1167	827.376	291	4.58116
PHYBL_107123T0	1812	1525.78	2	0.0170735
PHYBL_107125T0	1041	730.024	167	2.97965
PHYBL_107139T0	1296	1001.79	666	8.65925
PHYBL_107153T0	318	84.377	321	49.5526
PHYBL_107160T0	294	69.0068	0	0
PHYBL_107166T0	624	315.27	80	3.30516
PHYBL_107208T0	507	256.996	0	0
PHYBL_107209T0	405	157.335	1318	109.113
PHYBL_107213T0	165	41.6254	0	0
PHYBL_107230T0	747	461.525	15	0.423332
PHYBL_107242T0	981	689.91	3500	66.0786
PHYBL_107279T0	576	289.725	1194	53.6789
PHYBL_107287T0	813	667.513	1134	22.1278
PHYBL_107289T0	486	236.133	5020	276.906
PHYBL_107337T0	1167	883.489	77	1.13521
PHYBL_107369T0	1884	1556.52	1912	16
PHYBL_107388T0	336	97.5083	98	13.0909
PHYBL_107391T0	294	69.0068	20538	3876.6
PHYBL_107422T0	459	209.449	835	51.9269
PHYBL_107449T0	348	107.035	230	27.9889
PHYBL_107475T0	393	146.196	5670	505.165
PHYBL_107479T0	873	581.432	1669	37.3889
PHYBL_107504T0	882	632.428	397	8.17644
PHYBL_107518T0	1326	1030.97	287	3.62594
PHYBL_107523T0	840	526.106	330	8.17006
PHYBL_107524T0	405	157.335	39	3.22867
PHYBL_107542T0	1275	970.713	154	2.0664
PHYBL_107575T0	1308	986.266	502	6.62971
PHYBL_107587T0	351	109.46	6620	787.745
PHYBL_107631T0	504	265.69	25	1.2256
PHYBL_107632T0	624	373.676	0	0
PHYBL_107633T0	213	42.2239	318	98.0967
PHYBL_107642T0	798	619.213	757	15.9236
PHYBL_107650T0	3291	2850.82	1564	7.14582
PHYBL_107673T0	1089	773.62	428	7.20611
PHYBL_107716T0	210	41.8031	153	47.6725
PHYBL_107729T0	180	42.6161	97	29.6472
PHYBL_107741T0	1095	764.591	37	0.630315
PHYBL_107845T0	1479	1167.85	52	0.579966
PHYBL_107857T0	1374	1134.04	5319	61.0924
PHYBL_107861T0	195	41.1518	6	1.8991
PHYBL_107877T0	1170	847.514	1291	19.841
PHYBL_107887T0	651	387.789	18	0.604591
PHYBL_107891T0	483	233.17	2220	124.012
PHYBL_107910T0	1446	1174.45	312	3.46023
PHYBL_107936T0	222	42.8793	207	62.8794
PHYBL_107947T0	597	306.17	665	28.2907
PHYBL_107969T0	315	82.3276	60	9.49273
PHYBL_107970T0	288	65.7383	1222	242.124
PHYBL_107982T0	1461	1227.13	3690	39.1671
PHYBL_108002T0	1752	1433.31	379	3.44417
PHYBL_108062T0	525	285.16	5	0.228384
PHYBL_108077T0	1020	689.84	2372	44.7869
PHYBL_108084T0	1569	1329.47	213	2.08682
PHYBL_108103T0	726	449.868	892	25.8265
PHYBL_108138T0	1062	729.253	46	0.821609
PHYBL_108178T0	1305	970.445	2837	38.0779
PHYBL_108233T0	366	122.028	5357	571.803
PHYBL_108239T0	1125	855.015	1205	18.3569
PHYBL_108245T0	483	233.17	448	25.0259
PHYBL_108249T0	1350	1003.26	416	5.40089
PHYBL_108288T0	1092	744.082	53.9629	0.944626
PHYBL_108290T0	756	520.912	2241	56.0354
PHYBL_108310T0	1158	913.242	98	1.39774
PHYBL_108315T0	747	496.633	0	0
PHYBL_108316T0	2952	2667.9	1872	9.13947
PHYBL_108322T0	810	525.771	701	17.3663
PHYBL_108324T0	1137	823.731	463	7.32117
PHYBL_108340T0	330	92.9828	71	9.94583
PHYBL_108349T0	1227	991.485	878	11.5344
PHYBL_10834T0	1679	1333.36	1102	10.7652
PHYBL_108350T0	1116	798.775	4743	77.3417
PHYBL_108369T0	1560	1266.97	179	1.84023
PHYBL_108374T0	300	72.5057	56	10.0601
PHYBL_108391T0	1668	1465.75	3349	29.7605
PHYBL_108458T0	627	350.484	2347	87.2229
PHYBL_108477T0	444	194.752	461	30.8322
PHYBL_108488T0	783	580.09	1072	24.0705
PHYBL_108531T0	651	348.971	19	0.709168
PHYBL_108565T0	1074	852.83	631	9.63722
PHYBL_108575T0	981	686.164	1742	33.0678
PHYBL_108618T0	2796	2339.98	1783	9.92485
PHYBL_108656T0	507	256.996	1046	53.014
PHYBL_108717T0	864	613.623	0	0
PHYBL_108718T0	897	654.322	367	7.30566
PHYBL_108720T0	240	46.2759	948	266.833
PHYBL_108723T0	1338	1013.06	2321	29.8417
PHYBL_108731T0	1017	742.138	301	5.28283
PHYBL_108746T0	555	273.733	2429	115.581
PHYBL_108753T0	903	657.657	140	2.77277
PHYBL_108764T0	1857	1567.87	629	5.22548
PHYBL_108773T0	1329	1011.96	678	8.72676
PHYBL_108806T0	336	97.5083	323	43.1466
PHYBL_108812T0	1149	840.064	3219	49.9107
PHYBL_108823T0	1218	908.007	745	10.6869
PHYBL_108829T0	1041	861.047	1330	20.1192
PHYBL_108840T0	450	200.609	266	17.2709
PHYBL_108846T0	1002	745.065	107	1.87057
PHYBL_108851T0	543	280.767	283	13.1288
PHYBL_108868T0	801	551.227	2117	50.0237
PHYBL_108869T0	849	538.261	24	0.580769
PHYBL_108882T0	1209	912.493	17782	253.826
PHYBL_108914T0	2553	2147.97	760	4.60862
PHYBL_108938T0	264	54.2005	0	0
PHYBL_108945T0	291	67.3166	6274	1213.97
PHYBL_108948T0	366	122.028	176	18.7861
PHYBL_108956T0	2322	2207.53	294	1.7347
PHYBL_108959T0	2619	2332.99	353	1.97082
PHYBL_108964T0	741	490.633	0	0
PHYBL_108983T0	4215	3867.53	795	2.67743
PHYBL_108993T0	204	41.7368	457	142.621
PHYBL_109010T0	1107	821.135	441	6.99534
PHYBL_109013T0	690	386.473	212	7.14499
PHYBL_109039T0	1206	961.643	25.512	0.345554
PHYBL_109041T0	1329	1058.6	426	5.24159
PHYBL_109043T0	783	534.176	81	1.97508
PHYBL_109058T0	1641	1399.46	1673	15.5712
PHYBL_109106T0	594	343.712	0	0
PHYBL_109138T0	2889	2556.65	363	1.84936
PHYBL_109142T0	540	289.849	502	22.5588
PHYBL_109147T0	1044	745.29	675	11.7968
PHYBL_109153T0	540	273.007	1050	50.0957
PHYBL_109157T0	882	665.731	13003.9	254.426
PHYBL_109165T0	555	279.643	626	29.1579
PHYBL_109215T0	1395	1128.57	140	1.61579
PHYBL_109229T0	1947	1570.98	914	7.57809
PHYBL_109263T0	921	635.17	190	3.89627
PHYBL_109313T0	708	413.246	608	19.1637
PHYBL_109330T0	324	88.6494	905	132.971
PHYBL_109339T0	750	512.074	633	16.1011
PHYBL_109340T0	1902	1683.06	1917	14.8357
PHYBL_109347T0	876	607.543	336	7.20356
PHYBL_109349T0	372	127.205	91	9.31802
PHYBL_109350T0	213	42.2239	469	144.677
PHYBL_109354T0	1479	1263.6	621	6.40129
PHYBL_109375T0	216	42.3684	19	5.84113
PHYBL_109385T0	675	409.955	24	0.762536
PHYBL_109402T0	2883	2530.41	211	1.08612
PHYBL_109406T0	804	503.712	159	4.1115
PHYBL_109407T0	1014	743.255	190	3.32967
PHYBL_109420T0	522	271.922	63	3.01773
PHYBL_109486T0	198	41.3044	38	11.9832
PHYBL_109503T0	579	324.692	13704	549.744
PHYBL_109513T0	222	42.8793	2	0.60753
PHYBL_109537T0	552	293.354	3	0.133203
PHYBL_109572T0	864	613.623	0	0
PHYBL_109595T0	732	542.629	657	15.7706
PHYBL_109620T0	378	132.5	7	0.688123
PHYBL_109625T0	2295	1972.96	119	0.785623
PHYBL_109641T0	288	65.7383	5302	1050.52
PHYBL_109646T0	912	632.915	1038	21.3618
PHYBL_109665T0	489	239.109	20	1.08948
PHYBL_109669T0	1377	1039.73	116	1.45319
PHYBL_109684T0	396	148.977	0	0
PHYBL_109698T0	2199	1791.79	235	1.70831
PHYBL_109706T0	969	680.313	35	0.670107
PHYBL_109716T0	654	394.847	1467	48.3935
PHYBL_109737T0	954	698.369	418	7.79608
PHYBL_109741T0	1293	982.705	186	2.46533
PHYBL_109742T0	1482	1275.34	894	9.13054
PHYBL_109757T0	1074	753.246	491	8.49043
PHYBL_109796T0	1158	855.39	1064	16.2018
PHYBL_109808T0	669	407.711	1836	58.6551
PHYBL_109828T0	2316	2009.1	495	3.20914
PHYBL_109842T0	1119	841.294	197	3.05003
PHYBL_109875T0	954	756.728	2143	36.8865
PHYBL_109892T0	978	682.517	1696	32.3666
PHYBL_109910T0	1041	721.282	2157	38.952
PHYBL_109960T0	3048	2667.38	95	0.4639
